Categorie,Sous_categorie,Produit_process,Unite,Type_prestation,Prestation,Emissions_CO2
Menuiseries extérieures,Volets,Volets persiennes alu,m²,simple,Fourniture matériaux neufs,117.87
Menuiseries extérieures,Volets,Volets persiennes alu,m²,simple,Pose matériaux neufs,1.55
Menuiseries extérieures,Volets,Volets persiennes alu,m²,simple,Pose + fourniture,119.42
Menuiseries extérieures,Volets,Volets persiennes alu,m²,simple,Dépose + fourniture + pose,120.0
Menuiseries extérieures,Volets,Volets persiennes acier,m²,simple,Dépose matériaux sinistrés,0.57
Menuiseries extérieures,Volets,Volets persiennes acier,m²,simple,Fourniture matériaux neufs,181.38
Menuiseries extérieures,Volets,Volets persiennes acier,m²,simple,Pose matériaux neufs,3.42
Menuiseries extérieures,Volets,Volets persiennes acier,m²,simple,Pose + fourniture,184.8
Menuiseries extérieures,Volets,Volets persiennes acier,m²,simple,Dépose + fourniture + pose,185.38
Menuiseries extérieures,Volets,Rideaux métalliques (acier) plein avec motorisaiton,m²,simple,Dépose matériaux sinistrés,2.53
Menuiseries extérieures,Volets,Rideaux métalliques (acier) plein avec motorisaiton,m²,simple,Fourniture matériaux neufs,134.65
Menuiseries extérieures,Volets,Rideaux métalliques (acier) plein avec motorisaiton,m²,simple,Pose matériaux neufs,35.02
Menuiseries extérieures,Volets,Rideaux métalliques (acier) plein avec motorisaiton,m²,simple,Pose + fourniture,169.67
Menuiseries extérieures,Volets,Rideaux métalliques (acier) plein avec motorisaiton,m²,simple,Dépose + fourniture + pose,172.19
Menuiseries extérieures,Volets,Rideaux métalliques (acier) plein,m²,simple,Dépose matériaux sinistrés,0.57
Menuiseries extérieures,Volets,Rideaux métalliques (acier) plein,m²,simple,Fourniture matériaux neufs,181.38
Menuiseries extérieures,Volets,Rideaux métalliques (acier) plein,m²,simple,Pose matériaux neufs,3.42
Menuiseries extérieures,Volets,Rideaux métalliques (acier) plein,m²,simple,Pose + fourniture,184.8
Menuiseries extérieures,Volets,Rideaux métalliques (acier) plein,m²,simple,Dépose + fourniture + pose,185.38
Menuiseries extérieures,Volets,Rideaux métalliques (acier) grille avec motorisation,m²,simple,Dépose matériaux sinistrés,2.53
Menuiseries extérieures,Volets,Rideaux métalliques (acier) grille avec motorisation,m²,simple,Fourniture matériaux neufs,134.65
Menuiseries extérieures,Volets,Rideaux métalliques (acier) grille avec motorisation,m²,simple,Pose matériaux neufs,35.02
Menuiseries extérieures,Volets,Rideaux métalliques (acier) grille avec motorisation,m²,simple,Pose + fourniture,169.67
Menuiseries extérieures,Volets,Rideaux métalliques (acier) grille avec motorisation,m²,simple,Dépose + fourniture + pose,172.19
Menuiseries extérieures,Volets,Rideaux métalliques (acier) grille,m²,simple,Dépose matériaux sinistrés,0.57
Menuiseries extérieures,Volets,Rideaux métalliques (acier) grille,m²,simple,Fourniture matériaux neufs,181.38
Menuiseries extérieures,Volets,Rideaux métalliques (acier) grille,m²,simple,Pose matériaux neufs,3.42
Menuiseries extérieures,Volets,Rideaux métalliques (acier) grille,m²,simple,Pose + fourniture,184.8
Menuiseries extérieures,Volets,Rideaux métalliques (acier) grille,m²,simple,Dépose + fourniture + pose,185.38
Menuiseries extérieures,Store banne,Store banne,m²,simple,Dépose matériaux sinistrés,0.47
Menuiseries extérieures,Store banne,Store banne,m²,simple,Fourniture matériaux neufs,137.33
Menuiseries extérieures,Store banne,Store banne,m²,simple,Pose matériaux neufs,1.25
Menuiseries extérieures,Store banne,Store banne,m²,simple,Pose + fourniture,138.58
Menuiseries extérieures,Store banne,Store banne,m²,simple,Dépose + fourniture + pose,139.06
Vitrerie,Simple vitrage,Vitrage 4 mm clair,m²,simple,Dépose matériaux sinistrés,0.17
Vitrerie,Simple vitrage,Vitrage 4 mm clair,m²,simple,Fourniture matériaux neufs,9.26
Vitrerie,Simple vitrage,Vitrage 4 mm clair,m²,simple,Pose matériaux neufs,0.24
Vitrerie,Simple vitrage,Vitrage 4 mm clair,m²,simple,Pose + fourniture,9.5
Vitrerie,Simple vitrage,Vitrage 4 mm clair,m²,simple,Dépose + fourniture + pose,9.66
Vitrerie,Simple vitrage,Vitrage 6 mm clair,m²,simple,Dépose matériaux sinistrés,0.25
Vitrerie,Simple vitrage,Vitrage 6 mm clair,m²,simple,Fourniture matériaux neufs,13.88
Vitrerie,Simple vitrage,Vitrage 6 mm clair,m²,simple,Pose matériaux neufs,0.36
Vitrerie,Simple vitrage,Vitrage 6 mm clair,m²,simple,Pose + fourniture,14.24
Vitrerie,Simple vitrage,Vitrage 6 mm clair,m²,simple,Dépose + fourniture + pose,14.49
Vitrerie,Simple vitrage,Vitrage 8 mm clair,m²,simple,Dépose matériaux sinistrés,0.33
Vitrerie,Simple vitrage,Vitrage 8 mm clair,m²,simple,Fourniture matériaux neufs,18.51
Vitrerie,Simple vitrage,Vitrage 8 mm clair,m²,simple,Pose matériaux neufs,0.48
Vitrerie,Simple vitrage,Vitrage 8 mm clair,m²,simple,Pose + fourniture,18.99
Vitrerie,Simple vitrage,Vitrage 8 mm clair,m²,simple,Dépose + fourniture + pose,19.32
Vitrerie,Simple vitrage,Vitrage 10 mm clair,m²,simple,Dépose matériaux sinistrés,0.42
Vitrerie,Simple vitrage,Vitrage 10 mm clair,m²,simple,Fourniture matériaux neufs,23.14
Vitrerie,Simple vitrage,Vitrage 10 mm clair,m²,simple,Pose matériaux neufs,0.6
Vitrerie,Simple vitrage,Vitrage 10 mm clair,m²,simple,Pose + fourniture,23.74
Vitrerie,Simple vitrage,Vitrage 10 mm clair,m²,simple,Dépose + fourniture + pose,24.15
Vitrerie,Simple vitrage,Vitrage 6 mm bronze,m²,simple,Dépose matériaux sinistrés,0.3
Vitrerie,Simple vitrage,Vitrage 6 mm bronze,m²,simple,Fourniture matériaux neufs,15.78
Vitrerie,Simple vitrage,Vitrage 6 mm bronze,m²,simple,Pose matériaux neufs,0.49
Vitrerie,Simple vitrage,Vitrage 6 mm bronze,m²,simple,Pose + fourniture,16.27
Vitrerie,Simple vitrage,Vitrage 6 mm bronze,m²,simple,Dépose + fourniture + pose,16.57
Vitrerie,Simple vitrage,Vitrage 8 mm bronze,m²,simple,Dépose matériaux sinistrés,0.4
Vitrerie,Simple vitrage,Vitrage 8 mm bronze,m²,simple,Fourniture matériaux neufs,21.04
Vitrerie,Simple vitrage,Vitrage 8 mm bronze,m²,simple,Pose matériaux neufs,0.65
Vitrerie,Simple vitrage,Vitrage 8 mm bronze,m²,simple,Pose + fourniture,21.69
Vitrerie,Simple vitrage,Vitrage 8 mm bronze,m²,simple,Dépose + fourniture + pose,22.09
Vitrerie,Simple vitrage,Vitrage 10 mm bronze,m²,simple,Dépose matériaux sinistrés,0.5
Vitrerie,Simple vitrage,Vitrage 10 mm bronze,m²,simple,Fourniture matériaux neufs,26.3
Vitrerie,Simple vitrage,Vitrage 10 mm bronze,m²,simple,Pose matériaux neufs,0.82
Vitrerie,Simple vitrage,Vitrage 10 mm bronze,m²,simple,Pose + fourniture,27.11
Vitrerie,Simple vitrage,Vitrage 10 mm bronze,m²,simple,Dépose + fourniture + pose,27.61
Vitrerie,Simple vitrage,Verre martelé,m²,simple,Dépose matériaux sinistrés,0.17
Vitrerie,Simple vitrage,Verre martelé,m²,simple,Fourniture matériaux neufs,9.26
Vitrerie,Simple vitrage,Verre martelé,m²,simple,Pose matériaux neufs,0.24
Vitrerie,Simple vitrage,Verre martelé,m²,simple,Pose + fourniture,9.5
Vitrerie,Simple vitrage,Verre martelé,m²,simple,Dépose + fourniture + pose,9.66
Vitrerie,Simple vitrage,Verre armé,m²,composée,Dépose matériaux sinistrés,0.31
Vitrerie,Simple vitrage,Verre armé,m²,composée,Fourniture matériaux neufs,14.36
Vitrerie,Simple vitrage,Verre armé,m²,composée,Pose matériaux neufs,0.39
Vitrerie,Simple vitrage,Verre armé,m²,composée,Pose + fourniture,14.75
Vitrerie,Simple vitrage,Verre armé,m²,composée,Dépose + fourniture + pose,15.06
Vitrerie,Simple vitrage,Survitrage,m²,simple,Dépose matériaux sinistrés,0.17
Vitrerie,Simple vitrage,Survitrage,m²,simple,Fourniture matériaux neufs,9.26
Vitrerie,Simple vitrage,Survitrage,m²,simple,Pose matériaux neufs,0.24
Vitrerie,Simple vitrage,Survitrage,m²,simple,Pose + fourniture,9.5
Vitrerie,Simple vitrage,Survitrage,m²,simple,Dépose + fourniture + pose,9.66
Vitrerie,Simple vitrage,Vitrage 4 mm miroir,m²,simple,Dépose matériaux sinistrés,0.15
Vitrerie,Simple vitrage,Vitrage 4 mm miroir,m²,simple,Fourniture matériaux neufs,16.85
Vitrerie,Simple vitrage,Vitrage 4 mm miroir,m²,simple,Pose matériaux neufs,0.31
Vitrerie,Simple vitrage,Vitrage 4 mm miroir,m²,simple,Pose + fourniture,17.17
Vitrerie,Simple vitrage,Vitrage 4 mm miroir,m²,simple,Dépose + fourniture + pose,17.32
Vitrerie,Simple vitrage,Vitrage 6 mm miroir,m²,simple,Dépose matériaux sinistrés,0.23
Vitrerie,Simple vitrage,Vitrage 6 mm miroir,m²,simple,Fourniture matériaux neufs,25.28
Vitrerie,Simple vitrage,Vitrage 6 mm miroir,m²,simple,Pose matériaux neufs,0.47
Vitrerie,Simple vitrage,Vitrage 6 mm miroir,m²,simple,Pose + fourniture,25.75
Vitrerie,Simple vitrage,Vitrage 6 mm miroir,m²,simple,Dépose + fourniture + pose,25.97
Vitrerie,Simple vitrage,Forfait minimum vitrage,forfait,simple,Dépose matériaux sinistrés,3.74
Vitrerie,Simple vitrage,Forfait minimum vitrage,forfait,simple,Fourniture matériaux neufs,20.28
Vitrerie,Simple vitrage,Forfait minimum vitrage,forfait,simple,Pose matériaux neufs,3.87
Vitrerie,Simple vitrage,Forfait minimum vitrage,forfait,simple,Pose + fourniture,20.71
Vitrerie,Simple vitrage,Forfait minimum vitrage,forfait,simple,Dépose + fourniture + pose,21.02
Vitrerie,Double vitrage,Vitrage 4-X-4 clair,m²,simple,Dépose matériaux sinistrés,0.93
Vitrerie,Double vitrage,Vitrage 4-X-4 clair,m²,simple,Fourniture matériaux neufs,30.75
Vitrerie,Double vitrage,Vitrage 4-X-4 clair,m²,simple,Pose matériaux neufs,2.19
Vitrerie,Double vitrage,Vitrage 4-X-4 clair,m²,simple,Pose + fourniture,32.94
Vitrerie,Double vitrage,Vitrage 4-X-4 clair,m²,simple,Dépose + fourniture + pose,33.88
Vitrerie,Double vitrage,Vitrage 6-X-6 clair,m²,simple,Dépose matériaux sinistrés,1.4
Vitrerie,Double vitrage,Vitrage 6-X-6 clair,m²,simple,Fourniture matériaux neufs,46.13
Vitrerie,Double vitrage,Vitrage 6-X-6 clair,m²,simple,Pose matériaux neufs,3.29
Vitrerie,Double vitrage,Vitrage 6-X-6 clair,m²,simple,Pose + fourniture,49.41
Vitrerie,Double vitrage,Vitrage 6-X-6 clair,m²,simple,Dépose + fourniture + pose,50.82
Vitrerie,Double vitrage,Vitrage 4-X-4 bronze,m²,simple,Dépose matériaux sinistrés,1.06
Vitrerie,Double vitrage,Vitrage 4-X-4 bronze,m²,simple,Fourniture matériaux neufs,34.83
Vitrerie,Double vitrage,Vitrage 4-X-4 bronze,m²,simple,Pose matériaux neufs,2.48
Vitrerie,Double vitrage,Vitrage 4-X-4 bronze,m²,simple,Pose + fourniture,37.31
Vitrerie,Double vitrage,Vitrage 4-X-4 bronze,m²,simple,Dépose + fourniture + pose,38.37
Vitrerie,Double vitrage,Vitrage 6-X-6 bronze,m²,simple,Dépose matériaux sinistrés,1.59
Vitrerie,Double vitrage,Vitrage 6-X-6 bronze,m²,simple,Fourniture matériaux neufs,52.24
Vitrerie,Double vitrage,Vitrage 6-X-6 bronze,m²,simple,Pose matériaux neufs,3.73
Vitrerie,Double vitrage,Vitrage 6-X-6 bronze,m²,simple,Pose + fourniture,55.97
Vitrerie,Double vitrage,Vitrage 6-X-6 bronze,m²,simple,Dépose + fourniture + pose,57.55
Vitrerie,Double vitrage,Vitrage 4-X-44.2,m²,simple,Dépose matériaux sinistrés,1.25
Vitrerie,Double vitrage,Vitrage 4-X-44.2,m²,simple,Fourniture matériaux neufs,67.35
Vitrerie,Double vitrage,Vitrage 4-X-44.2,m²,simple,Pose matériaux neufs,2.88
Vitrerie,Double vitrage,Vitrage 4-X-44.2,m²,simple,Pose + fourniture,70.23
Vitrerie,Double vitrage,Vitrage 4-X-44.2,m²,simple,Dépose + fourniture + pose,71.48
Vitrerie,Stadip,Vitrage 44.2 clair,m²,simple,Dépose matériaux sinistrés,0.41
Vitrerie,Stadip,Vitrage 44.2 clair,m²,simple,Fourniture matériaux neufs,32.09
Vitrerie,Stadip,Vitrage 44.2 clair,m²,simple,Pose matériaux neufs,0.78
Vitrerie,Stadip,Vitrage 44.2 clair,m²,simple,Pose + fourniture,32.87
Vitrerie,Stadip,Vitrage 44.2 clair,m²,simple,Dépose + fourniture + pose,33.28
Vitrerie,Stadip,Vitrage 44.2 bronze,m²,simple,Dépose matériaux sinistrés,0.46
Vitrerie,Stadip,Vitrage 44.2 bronze,m²,simple,Fourniture matériaux neufs,36.34
Vitrerie,Stadip,Vitrage 44.2 bronze,m²,simple,Pose matériaux neufs,0.88
Vitrerie,Stadip,Vitrage 44.2 bronze,m²,simple,Pose + fourniture,37.23
Vitrerie,Stadip,Vitrage 44.2 bronze,m²,simple,Dépose + fourniture + pose,37.69
Vitrerie,Stadip,Vitrage 44.6/SP510/SP10,m²,simple,Dépose matériaux sinistrés,0.36
Vitrerie,Stadip,Vitrage 44.6/SP510/SP10,m²,simple,Fourniture matériaux neufs,30.64
Vitrerie,Stadip,Vitrage 44.6/SP510/SP10,m²,simple,Pose matériaux neufs,0.52
Vitrerie,Stadip,Vitrage 44.6/SP510/SP10,m²,simple,Pose + fourniture,31.16
Vitrerie,Stadip,Vitrage 44.6/SP510/SP10,m²,simple,Dépose + fourniture + pose,31.52
Vitrerie,Polycarbonate,Polycarbonate double paroi 16 mm,m²,simple,Dépose matériaux sinistrés,4.8
Vitrerie,Polycarbonate,Polycarbonate double paroi 16 mm,m²,simple,Fourniture matériaux neufs,40.32
Vitrerie,Polycarbonate,Polycarbonate double paroi 16 mm,m²,simple,Pose matériaux neufs,0.65
Vitrerie,Polycarbonate,Polycarbonate double paroi 16 mm,m²,simple,Pose + fourniture,40.97
Vitrerie,Polycarbonate,Polycarbonate double paroi 16 mm,m²,simple,Dépose + fourniture + pose,45.77
Vitrerie,Polycarbonate,Polycarbonate triple paroi 32 mm,m²,simple,Dépose matériaux sinistrés,9.6
Vitrerie,Polycarbonate,Polycarbonate triple paroi 32 mm,m²,simple,Fourniture matériaux neufs,80.63
Vitrerie,Polycarbonate,Polycarbonate triple paroi 32 mm,m²,simple,Pose matériaux neufs,1.31
Vitrerie,Polycarbonate,Polycarbonate triple paroi 32 mm,m²,simple,Pose + fourniture,81.94
Vitrerie,Polycarbonate,Polycarbonate triple paroi 32 mm,m²,simple,Dépose + fourniture + pose,91.53
Vitrerie,Vitrage insert,Vitre insert cheminée,m²,simple,Dépose matériaux sinistrés,0.17
Vitrerie,Vitrage insert,Vitre insert cheminée,m²,simple,Fourniture matériaux neufs,9.26
Vitrerie,Vitrage insert,Vitre insert cheminée,m²,simple,Pose matériaux neufs,0.24
Vitrerie,Vitrage insert,Vitre insert cheminée,m²,simple,Pose + fourniture,9.5
Vitrerie,Vitrage insert,Vitre insert cheminée,m²,simple,Dépose + fourniture + pose,9.66
Vitrerie,Prestations complémentaires,Déplacement prise de cote,Ft,non matérielle,Dépose matériaux sinistrés,3.44
Vitrerie,Prestations complémentaires,Déplacement prise de cote,Ft,non matérielle,Fourniture matériaux neufs,3.44
Vitrerie,Prestations complémentaires,Déplacement prise de cote,Ft,non matérielle,Pose matériaux neufs,3.44
Vitrerie,Prestations complémentaires,Déplacement prise de cote,Ft,non matérielle,Pose + fourniture,3.44
Vitrerie,Prestations complémentaires,Déplacement prise de cote,Ft,non matérielle,Dépose + fourniture + pose,3.44
Vitrerie,Prestations complémentaires,Déplacement pour prise gabarit,Ft,non matérielle,Dépose matériaux sinistrés,3.44
Vitrerie,Prestations complémentaires,Déplacement pour prise gabarit,Ft,non matérielle,Fourniture matériaux neufs,3.44
Vitrerie,Prestations complémentaires,Déplacement pour prise gabarit,Ft,non matérielle,Pose matériaux neufs,3.44
Vitrerie,Prestations complémentaires,Déplacement pour prise gabarit,Ft,non matérielle,Pose + fourniture,3.44
Vitrerie,Prestations complémentaires,Déplacement pour prise gabarit,Ft,non matérielle,Dépose + fourniture + pose,3.44
Vitrerie,Prestations complémentaires,Déplacement pose vitre < 1m²,Ft,non matérielle,Dépose matériaux sinistrés,3.44
Vitrerie,Prestations complémentaires,Déplacement pose vitre < 1m²,Ft,non matérielle,Fourniture matériaux neufs,3.44
Vitrerie,Prestations complémentaires,Déplacement pose vitre < 1m²,Ft,non matérielle,Pose matériaux neufs,3.44
